SiteId,SiteName,County,Township,TWD67Lon,TWD67Lat,Rainfall10min,Rainfall1hr,Rainfall3hr,Rainfall6hr,Rainfall12hr,Rainfall24hr,Now,Unit,PublishTime
81I540,上安,南投縣,水里鄉,120.8685,23.7272,0,0,0,1.5,2,2,2,農委會水土保持局,2019-05-01 07:40:00
81I530,神木,南投縣,信義鄉,120.8486,23.5300,3,6.5,7.5,28,28,30,28,農委會水土保持局,2019-05-01 07:40:00
81I520,九份二山,南投縣,國姓鄉,120.8462,23.9517,8,20,21,26.5,27.5,27.5,27.5,農委會水土保持局,2019-05-01 07:40:00
C0AH40,平等,臺北市,士林區,121.5689,25.1309,1,3,14,38,41,41,41,局屬無人測站,2019-05-01 07:40:00
C0W130,花嶼,澎湖縣,望安鄉,119.3147,23.4018,0,0,0,0,0,0,0,局屬無人測站,2019-05-01 07:40:00
C0W120,西嶼,澎湖縣,西嶼鄉,119.4603,23.5643,0,0,0,0,0,0,0,局屬無人測站,2019-05-01 07:40:00
C0W110,東莒,連江縣,莒光鄉,119.9724,25.9669,0,0,0.5,3,11,23,3.5,局屬無人測站,2019-05-01 07:40:00
C0F0A0,雪山圈谷,臺中市,和平區,121.2282,24.3904,3.5,16,27.5,34.5,35,35,35,局屬無人測站,2019-05-01 07:40:00
C0F9Z0,雪山東峰,臺中市,和平區,121.2633,24.3906,1.5,9.5,18,22,22,22,22,局屬無人測站,2019-05-01 07:40:00
C0F9Y0,桃山,臺中市,和平區,121.2956,24.4345,6.5,24.5,34.5,36.5,36.5,36.5,36.5,局屬無人測站,2019-05-01 07:40:00
C0R620,墾雷,屏東縣,恆春鎮,120.8472,21.9027,0,0,6,6,6,6,6,局屬無人測站,2019-05-01 07:40:00
01U880,福山植物,宜蘭縣,員山鄉,121.5731,24.7624,1,6,22,22,22,22,22,水利署第10河川局,2019-05-01 07:40:00
O1T840,花蓮,花蓮縣,花蓮市,121.5978,23.9747,1,3,3,3,3,3,3,水利署第9河川局,2019-05-01 07:40:00
01D190,鳥嘴山,新竹縣,尖石鄉,121.2755,24.7210,0,4,32,33,33,33,33,水利署第2河川局,2019-05-01 07:40:00
01D100,太閣南,新竹縣,五峰鄉,121.1399,24.6271,0,3,49,49,49,49,49,水利署第2河川局,2019-05-01 07:40:00
C0X310,七股,臺南市,七股區,120.0782,23.1490,0,0,0,33.5,38,38,38,局屬無人測站,2019-05-01 07:40:00
C0AH30,五分山,新北市,瑞芳區,121.7726,25.0730,0.5,4.5,24.5,38,39,0,38.5,局屬無人測站,2019-05-01 07:40:00
C0S890,關山,臺東縣,關山鎮,121.1669,23.0413,0,0,0,0.5,0.5,0.5,0.5,局屬無人測站,2019-05-01 07:40:00
C0I490,萬大林道,南投縣,仁愛鄉,121.0833,23.9300,2,7,8.5,16.5,23,41.5,16.5,局屬無人測站,2019-05-01 07:40:00
C0I480,梅峰,南投縣,仁愛鄉,121.1654,24.0871,1.5,11.5,30.5,39.5,39.5,46.5,39.5,局屬無人測站,2019-05-01 07:40:00
C1I470,杉林溪,南投縣,竹山鎮,120.7783,23.6413,0,0,1,5.5,6.5,6.5,6.5,局屬無人測站,2019-05-01 07:40:00
C0K560,棋山,雲林縣,古坑鄉,120.5953,23.6882,0,0,0.5,1.5,5.5,5.5,5.5,局屬無人測站,2019-05-01 07:40:00
C0X300,鹿寮,臺南市,白河區,120.4692,23.3878,0,0,0.5,11.5,11.5,11.5,11.5,局屬無人測站,2019-05-01 07:40:00
C0M830,山美,嘉義縣,阿里山鄉,120.6601,23.3856,0,0,0.5,6,10.5,10.5,10.5,局屬無人測站,2019-05-01 07:40:00
C0M820,達邦,嘉義縣,阿里山鄉,120.7414,23.4558,0,4.5,6,15.5,15.5,16,15.5,局屬無人測站,2019-05-01 07:40:00
C0M810,里佳,嘉義縣,阿里山鄉,120.7085,23.3909,0,0,1.5,8,11,11,11,局屬無人測站,2019-05-01 07:40:00
C0M800,茶山,嘉義縣,阿里山鄉,120.6567,23.3008,0,0.5,0.5,9,10,10,10,局屬無人測站,2019-05-01 07:40:00
C0K550,蔦松,雲林縣,水林鄉,120.2216,23.5161,0,0,2,2,3.5,3.5,3.5,局屬無人測站,2019-05-01 07:40:00
C1K540,口湖,雲林縣,口湖鄉,120.1724,23.5871,0,0,1,1.5,1.5,1.5,1.5,局屬無人測站,2019-05-01 07:40:00
C1I500,大尖山,南投縣,仁愛鄉,120.9867,23.8603,2.5,8,8,12.5,14,18.5,14,局屬無人測站,2019-05-01 07:40:00
C1I510,線浸林道,南投縣,鹿谷鄉,120.8248,23.7633,0,0.5,0.5,1.5,3.5,3.5,3.5,局屬無人測站,2019-05-01 07:40:00
C1I450,望鄉山,南投縣,信義鄉,120.9362,23.5960,0,5,7,21.5,22,25,21.5,局屬無人測站,2019-05-01 07:40:00
C0I460,南投,南投縣,南投市,120.6873,23.9115,9.5,37,37.5,38.5,43.5,43.5,43.5,局屬無人測站,2019-05-01 07:40:00
C0V810,左營,高雄市,左營區,120.2769,22.6767,0,0,2,23,31.5,31.5,31.5,局屬無人測站,2019-05-01 07:40:00
C0I080,信義,南投縣,信義鄉,120.8428,23.6914,0,0,0,1,1,1,1,局屬無人測站,2019-05-01 07:40:00
C0H890,埔里,南投縣,埔里鎮,120.9443,23.9739,2,8.5,10,20,21,21.5,21,局屬無人測站,2019-05-01 07:40:00
C0K250,崙背,雲林縣,崙背鄉,120.3108,23.7575,2,20.5,22,22,22,22,22,局屬無人測站,2019-05-01 07:40:00
C0M770,嘉義梅山,嘉義縣,梅山鄉,120.5475,23.5871,0,0,0,6,6.5,6.5,6.5,局屬無人測站,2019-05-01 07:40:00
C0M790,新港,嘉義縣,新港鄉,120.3376,23.5550,1,1.5,1.5,3,4,4,4,局屬無人測站,2019-05-01 07:40:00
C0M740,六腳,嘉義縣,六腳鄉,120.2825,23.4946,0.5,0.5,1.5,2.5,4.5,4.5,4.5,局屬無人測站,2019-05-01 07:40:00
C0M780,鹿草,嘉義縣,鹿草鄉,120.3002,23.4131,0,1.5,7.5,10,10,10,10,局屬無人測站,2019-05-01 07:40:00
C0M750,布袋,嘉義縣,布袋鎮,120.1597,23.3826,0,0,8.5,9,9,9,9,局屬無人測站,2019-05-01 07:40:00
C0K500,元長,雲林縣,元長鄉,120.3069,23.6515,0,0.5,3.5,3.5,7.5,7.5,7.5,局屬無人測站,2019-05-01 07:40:00
C0K510,水林,雲林縣,水林鄉,120.2378,23.5747,0,0,0.5,1,1,1,1,局屬無人測站,2019-05-01 07:40:00
C0K530,臺西,雲林縣,臺西鄉,120.1894,23.7033,2.5,11,11.5,11.5,12,12,12,局屬無人測站,2019-05-01 07:40:00
C0G750,竹塘,彰化縣,竹塘鄉,120.3743,23.8484,0,22,22.5,22.5,23.5,23.5,23.5,局屬無人測站,2019-05-01 07:40:00
C0K480,莿桐,雲林縣,莿桐鄉,120.4942,23.7629,18,20,27,27.5,36,36,36,局屬無人測站,2019-05-01 07:40:00
C0K450,大埤,雲林縣,大埤鄉,120.4234,23.6478,0,0,0,0.5,3,3,3,局屬無人測站,2019-05-01 07:40:00
C0M760,民雄,嘉義縣,民雄鄉,120.4203,23.5535,0,0,0,5,6,6,6,局屬無人測站,2019-05-01 07:40:00
C0K520,雲林東勢,雲林縣,東勢鄉,120.2447,23.6767,6,7,11.5,11.5,17,17,17,局屬無人測站,2019-05-01 07:40:00
C0K490,古坑,雲林縣,古坑鄉,120.5516,23.6561,0,0,0,0.5,2,2,2,局屬無人測站,2019-05-01 07:40:00
C0G740,大城,彰化縣,大城鄉,120.3128,23.8542,0,26.5,27,27,29,29,27.5,局屬無人測站,2019-05-01 07:40:00
C0K470,林內,雲林縣,林內鄉,120.6015,23.7504,2,2,5,5,18,18,18,局屬無人測站,2019-05-01 07:40:00
C0M680,太保,嘉義縣,太保市,120.3233,23.4568,1,1.5,9,10.5,10.5,10.5,10.5,局屬無人測站,2019-05-01 07:40:00
C0K410,北港,雲林縣,北港鎮,120.2837,23.5758,0,0,0,0,0,0,0,局屬無人測站,2019-05-01 07:40:00
C0M650,朴子,嘉義縣,朴子市,120.2309,23.4364,0,1,8,9,9,9,9,局屬無人測站,2019-05-01 07:40:00
C0K400,斗六,雲林縣,斗六市,120.5330,23.7223,0.5,0.5,1.5,1.5,16.5,16.5,16.5,局屬無人測站,2019-05-01 07:40:00
C0K460,斗南,雲林縣,斗南鎮,120.4702,23.6805,0,0,1.5,1.5,7.5,7.5,7.5,局屬無人測站,2019-05-01 07:40:00
C0G720,溪州,彰化縣,溪州鄉,120.4909,23.8533,0,39.5,40,40,41,41,41,局屬無人測站,2019-05-01 07:40:00
C0X240,關子嶺,臺南市,白河區,120.4999,23.3329,0,0.5,0.5,2,16,16,16,局屬無人測站,2019-05-01 07:40:00
C0X270,柳營,臺南市,柳營區,120.3655,23.2590,0,0,0,1,13,13,13,局屬無人測站,2019-05-01 07:40:00
C0M730,嘉義市東,嘉義市,東區,120.4524,23.4594,0,1.5,6,12.5,12.5,12.5,12.5,局屬無人測站,2019-05-01 07:40:00
C0M690,水上,嘉義縣,水上鄉,120.3808,23.4215,1,3,8,12,13.5,13.5,13.5,局屬無人測站,2019-05-01 07:40:00
C0M710,東石,嘉義縣,東石鄉,120.1457,23.4607,0,0,1,1,1,1,1,局屬無人測站,2019-05-01 07:40:00
C0M670,大林,嘉義縣,大林鎮,120.4503,23.6024,0,0,0,2.5,3.5,3.5,3.5,局屬無人測站,2019-05-01 07:40:00
C0K390,土庫,雲林縣,土庫鎮,120.3874,23.6808,0,0.5,2.5,3,14,14,14,局屬無人測站,2019-05-01 07:40:00
C0K420,西螺,雲林縣,西螺鎮,120.4593,23.8022,7.5,34,38.5,38.5,38.5,38.5,38.5,局屬無人測站,2019-05-01 07:40:00
C0X260,後壁,臺南市,後壁區,120.3542,23.3681,0.5,1,2.5,4,5.5,5.5,5.5,局屬無人測站,2019-05-01 07:40:00
C0X220,學甲,臺南市,學甲區,120.1741,23.2321,0,0,2,2,16.5,16.5,16.5,局屬無人測站,2019-05-01 07:40:00
C0X230,鹽水,臺南市,鹽水區,120.2395,23.2743,0,0.5,1,1,10,10,10,局屬無人測站,2019-05-01 07:40:00
C0M640,中埔,嘉義縣,中埔鄉,120.5148,23.4271,0,0.5,2,8.5,8.5,8.5,8.5,局屬無人測站,2019-05-01 07:40:00
C0M700,竹崎,嘉義縣,竹崎鄉,120.5474,23.5279,0,4.5,14.5,25,25,25,25,局屬無人測站,2019-05-01 07:40:00
C0K440,二崙,雲林縣,二崙鄉,120.4008,23.7746,8.5,22,25,25,25,25,25,局屬無人測站,2019-05-01 07:40:00
C0M660,溪口,嘉義縣,溪口鄉,120.3954,23.6059,0,0,0.5,1.5,1.5,1.5,1.5,局屬無人測站,2019-05-01 07:40:00
C0K430,褒忠,雲林縣,褒忠鄉,120.2955,23.6927,10,10,15.5,15.5,24.5,24.5,24.5,局屬無人測站,2019-05-01 07:40:00
C0X280,將軍,臺南市,將軍區,120.1277,23.2167,0,0.5,1,1,14.5,14.5,14.5,局屬無人測站,2019-05-01 07:40:00
C0X250,新營,臺南市,新營區,120.3086,23.3124,0,0,0.5,0.5,7.5,7.5,7.5,局屬無人測站,2019-05-01 07:40:00
C0M720,番路,嘉義縣,番路鄉,120.5460,23.4664,0,2.5,7,26,26,26,26,局屬無人測站,2019-05-01 07:40:00
C0X210,白河,臺南市,白河區,120.4063,23.3492,0,0,0.5,2.5,9,9,9,局屬無人測站,2019-05-01 07:40:00
C0G730,二林,彰化縣,二林鎮,120.3679,23.9051,0,6.5,27,27,30.5,30.5,30.5,局屬無人測站,2019-05-01 07:40:00
C0I410,名間,南投縣,名間鄉,120.6933,23.8388,6.5,16.5,17,19.5,22.5,22.5,22.5,局屬無人測站,2019-05-01 07:40:00
C0I380,集集,南投縣,集集鎮,120.7933,23.8300,0,4,4,7.5,10,10,10,局屬無人測站,2019-05-01 07:40:00
C0I360,水里,南投縣,水里鄉,120.8417,23.8143,0,1.5,1.5,7,9,9,9,局屬無人測站,2019-05-01 07:40:00
C0I390,仁愛,南投縣,仁愛鄉,121.1241,24.0239,3,10,15.5,28.5,28.5,30,28.5,局屬無人測站,2019-05-01 07:40:00
C1I430,翠華,南投縣,仁愛鄉,121.2161,24.1937,1,6.5,18.5,24,24.5,24.5,24,局屬無人測站,2019-05-01 07:40:00
C0I420,國姓,南投縣,國姓鄉,120.8469,24.0396,4,23,27.5,31.5,32,32,32,局屬無人測站,2019-05-01 07:40:00
C0I370,魚池,南投縣,魚池鄉,120.9332,23.8975,2,17.5,18,29.5,30.5,31,30.5,局屬無人測站,2019-05-01 07:40:00
C1I400,凌霄,南投縣,仁愛鄉,120.9963,24.0206,2,8.5,14.5,22.5,23,25,23,局屬無人測站,2019-05-01 07:40:00
81S910,膽曼,臺東縣,成功鎮,121.4047,23.2267,0,0,0,0,0,0,0,農委會水土保持局,2019-05-01 07:40:00
81S900,加拿國小,臺東縣,鹿野鄉,121.1229,23.0028,0,0,0,0,0,0,0,農委會水土保持局,2019-05-01 07:40:00
81S890,初鹿國中,臺東縣,卑南鄉,121.0843,22.8517,0,0,0,0.5,0.5,0.5,0.5,農委會水土保持局,2019-05-01 07:40:00
81S880,愛國埔分,臺東縣,大武鄉,120.9147,22.4595,0,0,0.5,1,1,1,1,農委會水土保持局,2019-05-01 07:40:00
81R650,丹路國小,屏東縣,獅子鄉,120.7433,22.2051,0,0,2.5,7,7,7,7,農委會水土保持局,2019-05-01 07:40:00
81R640,佳義國小,屏東縣,瑪家鄉,120.6229,22.6549,0,0,2,12.5,12.5,12.5,12.5,農委會水土保持局,2019-05-01 07:40:00
81V820,建山國小,高雄市,桃源區,120.6748,23.1072,0,0,6,20.5,20.5,20.5,20.5,農委會水土保持局,2019-05-01 07:40:00
81O960,崁頭山,臺南市,東山區,120.4935,23.2696,0,0,0,6,9.5,9.5,9.5,農委會水土保持局,2019-05-01 07:40:00
81M670,新美國小,嘉義縣,阿里山鄉,120.6750,23.3396,0,0,0,8.5,8.5,8.5,8.5,農委會水土保持局,2019-05-01 07:40:00
81M660,阿里山國,嘉義縣,阿里山鄉,120.6936,23.4708,0,7,8.5,21.5,21.5,21.5,21.5,農委會水土保持局,2019-05-01 07:40:00
81U870,樂水分校,宜蘭縣,大同鄉,121.5211,24.6021,0.5,6.5,12,12.5,12.5,12.5,12.5,農委會水土保持局,2019-05-01 07:40:00
81U860,金岳國小,宜蘭縣,南澳鄉,121.7692,24.4722,1,6,7.5,7.5,7.5,7.5,7.5,農委會水土保持局,2019-05-01 07:40:00
81D600,五峰國小,新竹縣,五峰鄉,121.1094,24.6333,2,5,50.5,51.5,51.5,51.5,51.5,農委會水土保持局,2019-05-01 07:40:00
81AH40,精忠,新北市,新店區,121.5239,24.9615,0.5,4.5,18.5,31,31,31,31,農委會水土保持局,2019-05-01 07:40:00
88T830,和中,花蓮縣,秀林鄉,121.7336,24.2726,1.5,5,5.5,5.5,11.5,11.5,5.5,農委會水土保持局,2019-05-01 07:40:00
O1R630,崁頂,屏東縣,崁頂鄉,120.5030,22.5150,0,0,1,33,33,33,33,水利署第7河川局,2019-05-01 07:40:00
O1I360,楠溪,南投縣,信義鄉,120.8998,23.4746,3,8,9,23,23,23,23,水利署第7河川局,2019-05-01 07:40:00
O1M650,外來吉,嘉義縣,阿里山鄉,120.7318,23.5314,0,3,3,21,21,22,21,水利署第4河川局,2019-05-01 07:40:00
O1M640,豐山,嘉義縣,阿里山鄉,120.7386,23.5764,0,6,6,20,20,22,20,水利署第4河川局,2019-05-01 07:40:00
O1AH30,吉林國小,新北市,貢寮區,121.8793,24.9877,0,1,16,26,28,30,27,水利署第1河川局,2019-05-01 07:40:00
O1AH20,上林國小,新北市,雙溪區,121.8243,25.0312,1,0,24,31,32,38,31,水利署第1河川局,2019-05-01 07:40:00
O1V820,圓富國中,高雄市,旗山區,120.5010,22.9283,0,0,6,8,8,8,8,水利署第7河川局,2019-05-01 07:40:00
O1V810,溝坪,高雄市,內門區,120.5009,22.9924,0,0,0,5,5,5,5,水利署第7河川局,2019-05-01 07:40:00
O1V550,多納(1),高雄市,茂林區,120.7080,22.9120,0,1,4,6,6,6,6,水利署第7河川局,2019-05-01 07:40:00
O1V540,高中(2),高雄市,六龜區,120.7107,23.1321,0,0,7,20,20,20,20,水利署第7河川局,2019-05-01 07:40:00
O1V520,民權,高雄市,那瑪夏區,120.6886,23.2421,0,0,1,7,7,7,7,水利署第7河川局,2019-05-01 07:40:00
O1V510,寶山,高雄市,桃源區,120.7008,23.0384,0,0,1,28,28,29,28,水利署第7河川局,2019-05-01 07:40:00
O1T820,太平國小,花蓮縣,卓溪鄉,121.3120,23.4075,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
O1T810,卓清國小,花蓮縣,卓溪鄉,121.2639,23.2802,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
O1T800,奇美國小,花蓮縣,瑞穗鄉,121.4378,23.4987,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
O1S690,神山,屏東縣,霧臺鄉,120.7202,22.7508,0,0,8,14,14,14,14,水利署第7河川局,2019-05-01 07:40:00
O1S680,金針山,臺東縣,金峰鄉,120.9445,22.6446,0,0,0,1,1,1,1,水利署第8河川局,2019-05-01 07:40:00
O1S660,賓茂國小,臺東縣,太麻里鄉,120.9463,22.5342,0,0,0,2,2,2,2,水利署第8河川局,2019-05-01 07:40:00
O1S650,利吉國小,臺東縣,卑南鄉,121.1309,22.8405,0,0,0,1,1,1,1,水利署第8河川局,2019-05-01 07:40:00
O1R620,新庄國小,屏東縣,萬丹鄉,120.4803,22.5619,0,0,1,32,32,32,32,水利署第7河川局,2019-05-01 07:40:00
O1N1A0,大竹坑,臺南市,南化區,120.5689,23.1435,0,0,9,24,24,24,24,水利署第6河川局,2019-05-01 07:40:00
O1D590,成德中學,新竹市,北區,120.9445,24.7916,0,1,12,66,68,68,68,水利署第2河川局,2019-05-01 07:40:00
O1D580,內湖國小,新竹市,香山區,120.8987,24.7439,0,1,16,39,40,40,40,水利署第2河川局,2019-05-01 07:40:00
O1D570,新城國小,新竹縣,寶山鄉,120.9592,24.7352,0,4,39,61,61,61,61,水利署第2河川局,2019-05-01 07:40:00
01W010,望安,澎湖縣,望安鄉,119.4925,23.3626,0,0,0,0,0,0,0,水利署第6河川局,2019-05-01 07:40:00
01V070,天池,高雄市,桃源區,120.9088,23.2794,0,1,6,13,13,13,13,水利署第7河川局,2019-05-01 07:40:00
01V060,梅山(2),高雄市,桃源區,120.8168,23.2673,0,0,3,11,11,11,11,水利署第7河川局,2019-05-01 07:40:00
01V040,六龜(4),高雄市,六龜區,120.6255,22.9996,0,0,0,17,17,17,17,水利署第7河川局,2019-05-01 07:40:00
01U790,清水,宜蘭縣,大同鄉,121.6291,24.6167,1,8,15,17,17,17,17,水利署第1河川局,2019-05-01 07:40:00
01U780,四季,宜蘭縣,大同鄉,121.4180,24.4902,2,5,9,9,9,9,9,水利署第1河川局,2019-05-01 07:40:00
01U560,太平山(1,宜蘭縣,大同鄉,121.5283,24.4963,1,5,10,10,10,10,10,水利署第1河川局,2019-05-01 07:40:00
01U470,武塔,宜蘭縣,南澳鄉,121.7691,24.4513,1,6,7,7,7,7,7,水利署第1河川局,2019-05-01 07:40:00
01U460,五峰,宜蘭縣,礁溪鄉,121.7403,24.8318,0,3,25,26,26,34,26,水利署第1河川局,2019-05-01 07:40:00
01U450,樟林,宜蘭縣,南澳鄉,121.7412,24.4277,1,5,7,7,7,7,7,水利署第1河川局,2019-05-01 07:40:00
01U230,大濁水,宜蘭縣,南澳鄉,121.7314,24.3312,1,0,6,6,10,10,6,水利署第1河川局,2019-05-01 07:40:00
01U190,新北城,宜蘭縣,冬山鄉,121.7406,24.6827,2,7,16,16,16,16,16,水利署第1河川局,2019-05-01 07:40:00
01U130,冬山,宜蘭縣,冬山鄉,121.7758,24.6375,2,10,16,16,16,16,16,水利署第1河川局,2019-05-01 07:40:00
01U120,新寮(1),宜蘭縣,冬山鄉,121.7438,24.6268,1,9,16,16,16,16,16,水利署第1河川局,2019-05-01 07:40:00
01U080,南山,宜蘭縣,大同鄉,121.3712,24.4389,1,5,7,7,7,7,7,水利署第1河川局,2019-05-01 07:40:00
01U070,留茂安,宜蘭縣,大同鄉,121.4431,24.5336,2,9,13,13,13,13,13,水利署第1河川局,2019-05-01 07:40:00
01U060,梵梵(2),宜蘭縣,大同鄉,121.5174,24.6149,1,9,16,16,16,16,16,水利署第1河川局,2019-05-01 07:40:00
01U050,土場(1),宜蘭縣,大同鄉,121.4883,24.5747,0,7,12,12,12,12,12,水利署第1河川局,2019-05-01 07:40:00
01T9L0,東富,花蓮縣,光復鄉,121.4740,23.6866,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01T9J0,六十石山,花蓮縣,富里鄉,121.3149,23.2193,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01T730,豐濱,花蓮縣,豐濱鄉,121.5124,23.6042,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01T720,明里,花蓮縣,富里鄉,121.2436,23.2041,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01T670,新東礦,花蓮縣,萬榮鄉,121.3953,23.8166,1,0,1,1,1,1,1,水利署第9河川局,2019-05-01 07:40:00
01T660,馬太安,花蓮縣,萬榮鄉,121.3638,23.6745,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01T560,西林,花蓮縣,萬榮鄉,121.4239,23.8210,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01T500,北埔,花蓮縣,新城鄉,121.5963,24.0389,1,0,3,3,3,3,3,水利署第9河川局,2019-05-01 07:40:00
01T230,立山,花蓮縣,卓溪鄉,121.3045,23.4319,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01T220,卓麓(4),花蓮縣,卓溪鄉,121.2595,23.2978,0,0,0,0,0,0,0,水利署第9河川局,2019-05-01 07:40:00
01S870,北源,臺東縣,東河鄉,121.2929,23.0393,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
01S860,電光,臺東縣,關山鎮,121.1652,23.0080,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
01S610,台東(7),臺東縣,臺東市,121.1506,22.7553,0,0,0,1,1,1,1,水利署第8河川局,2019-05-01 07:40:00
01S570,上里,臺東縣,延平鄉,121.0490,22.8790,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
01S560,南鵝,臺東縣,卑南鄉,121.0163,22.7680,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
01S470,向陽(2),臺東縣,海端鄉,120.9778,23.2497,1,0,6,17,17,17,17,水利署第8河川局,2019-05-01 07:40:00
01S440,新武(3),臺東縣,海端鄉,121.1148,23.1344,0,0,1,1,1,1,1,水利署第8河川局,2019-05-01 07:40:00
01S430,霧鹿,臺東縣,海端鄉,121.0333,23.1710,0,1,4,5,5,5,5,水利署第8河川局,2019-05-01 07:40:00
01S360,紹家,臺東縣,達仁鄉,120.8501,22.3814,0,0,4,8,8,8,8,水利署第8河川局,2019-05-01 07:40:00
01S270,樟原(1),臺東縣,長濱鄉,121.4514,23.4056,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
01S260,忠勇,臺東縣,長濱鄉,121.4315,23.3277,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
01S210,知本(5),臺東縣,卑南鄉,120.9910,22.6927,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
01S130,武陵,臺東縣,延平鄉,121.1073,22.9715,0,0,0,0,0,0,0,水利署第8河川局,2019-05-01 07:40:00
O1R450,新豐(1),屏東縣,高樹鄉,120.6091,22.8572,0,0,2,4,4,4,4,水利署第7河川局,2019-05-01 07:40:00
01R440,泗林,屏東縣,潮州鎮,120.5615,22.5474,0,1,1,29,29,29,29,水利署第7河川局,2019-05-01 07:40:00
01R040,士文,屏東縣,春日鄉,120.6556,22.3701,0,0,5,16,16,16,16,水利署第7河川局,2019-05-01 07:40:00
01R030,大漢山,屏東縣,春日鄉,120.6750,22.4211,0,0,14,38,38,38,38,水利署第7河川局,2019-05-01 07:40:00
01R000,壽卡,屏東縣,獅子鄉,120.8276,22.2469,0,0,6,9,9,9,9,水利署第7河川局,2019-05-01 07:40:00
01Q930,三地門,屏東縣,瑪家鄉,120.6412,22.7101,0,0,2,10,10,10,10,水利署第7河川局,2019-05-01 07:40:00
01Q920,新瑪家,屏東縣,瑪家鄉,120.6787,22.6771,0,0,3,19,19,19,19,水利署第7河川局,2019-05-01 07:40:00
01Q870,石門,屏東縣,牡丹鄉,120.7664,22.1282,0,0,6,9,9,9,9,水利署第7河川局,2019-05-01 07:40:00
01Q860,牡丹,屏東縣,牡丹鄉,120.8287,22.1774,0,0,2,13,13,13,13,水利署第7河川局,2019-05-01 07:40:00
01Q610,古夏,屏東縣,三地門鄉,120.6364,22.7680,0,0,8,18,18,18,18,水利署第7河川局,2019-05-01 07:40:00
01Q350,新來義,屏東縣,來義鄉,120.6703,22.5288,0,0,5,27,27,27,27,水利署第7河川局,2019-05-01 07:40:00
01Q250,泰武(1),屏東縣,泰武鄉,120.6873,22.6085,0,4,5,20,20,20,20,水利署第7河川局,2019-05-01 07:40:00
01P770,美濃(2),高雄市,美濃區,120.5321,22.8947,0,0,1,5,5,5,5,水利署第7河川局,2019-05-01 07:40:00
01P660,甲仙(2),高雄市,甲仙區,120.5796,23.0856,0,1,7,21,21,21,21,水利署第7河川局,2019-05-01 07:40:00
01P500,阿蓮(2),高雄市,阿蓮區,120.3191,22.8781,0,0,2,4,6,6,6,水利署第6河川局,2019-05-01 07:40:00
01P390,金山,高雄市,燕巢區,120.3901,22.8136,0,0,7,8,8,8,8,水利署第6河川局,2019-05-01 07:40:00
01P280,古亭坑,高雄市,田寮區,120.3965,22.8945,0,0,2,5,5,5,5,水利署第6河川局,2019-05-01 07:40:00
01P190,木柵,高雄市,內門區,120.4589,22.9774,0,0,0,4,4,4,4,水利署第6河川局,2019-05-01 07:40:00
01O760,關山,臺南市,南化區,120.5871,23.1751,0,0,8,19,19,19,19,水利署第6河川局,2019-05-01 07:40:00
01O750,王爺宮,臺南市,六甲區,120.3923,23.2239,0,0,0,3,10,10,10,水利署第6河川局,2019-05-01 07:40:00
01O710,虎頭埤,臺南市,新化區,120.3291,23.0274,0,0,0,52,55,55,55,水利署第6河川局,2019-05-01 07:40:00
01O200,北寮,臺南市,東山區,120.4883,23.2921,0,0,0,3,12,12,12,水利署第5河川局,2019-05-01 07:40:00
01O190,東原,臺南市,東山區,120.4378,23.2671,0,0,0,5,10,10,10,水利署第5河川局,2019-05-01 07:40:00
01O080,六溪,臺南市,白河區,120.4512,23.3108,0,0,0,1,8,8,8,水利署第5河川局,2019-05-01 07:40:00
01N860,崎頂,臺南市,龍崎區,120.3517,22.9667,0,0,0,4,6,6,6,水利署第6河川局,2019-05-01 07:40:00
01N850,南化(2),臺南市,南化區,120.4713,23.0463,0,0,1,41,41,41,41,水利署第6河川局,2019-05-01 07:40:00
01M010,溪口(3),嘉義縣,溪口鄉,120.3919,23.5893,0,0,0,1,1,1,1,水利署第5河川局,2019-05-01 07:40:00
01L910,中坑(3),嘉義縣,大林鎮,120.5128,23.5722,0,0,0,5,5,5,5,水利署第5河川局,2019-05-01 07:40:00
01L490,沙坑,嘉義縣,竹崎鄉,120.5124,23.5321,2,8,8,14,14,14,14,水利署第5河川局,2019-05-01 07:40:00
